   0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        0.0000000000000000        6.7695615086993288E-002  0.10000000000000001       t OMH/2PI  OMA/2PI OMH OMA	CL
   2.5000000000000001E-002   7.9577471545947669E-003   7.9577471545947669E-003   5.0000000000000003E-002   5.0000000000000003E-002   9.8515189164691055E-003   9.9875026039496634E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   5.0000000000000003E-002   1.5915494309189534E-002   1.5915494309189534E-002  0.10000000000000001       0.10000000000000001        9.1029378713693362E-003   9.9500416527802588E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   7.5000000000000011E-002   2.3873241463784306E-002   2.3873241463784306E-002  0.15000000000000002       0.15000000000000002        8.6943680190543545E-003   9.8877107793604230E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.10000000000000001        3.1830988618379068E-002   3.1830988618379068E-002  0.20000000000000001       0.20000000000000001        8.3902152362834524E-003   9.8006657784124165E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.12500000000000000        3.9788735772973836E-002   3.9788735772973836E-002  0.25000000000000000       0.25000000000000000        8.1239721036807950E-003   9.6891242171064484E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.14999999999999999        4.7746482927568598E-002   4.7746482927568598E-002  0.29999999999999999       0.29999999999999999        7.8689577522704397E-003   9.5533648912560609E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.17499999999999999        5.5704230082163367E-002   5.5704230082163367E-002  0.34999999999999998       0.34999999999999998        7.6126248738113541E-003   9.3937271284737889E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.19999999999999998        6.3661977236758135E-002   6.3661977236758135E-002  0.39999999999999997       0.39999999999999997        7.3485996258247487E-003   9.2106099400288521E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.22499999999999998        7.1619724391352890E-002   7.1619724391352890E-002  0.44999999999999996       0.44999999999999996        7.0734134259266054E-003   9.0044710235267694E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.24999999999999997        7.9577471545947659E-002   7.9577471545947659E-002  0.49999999999999994       0.49999999999999994        6.7850970228716737E-003   8.7758256189037279E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.27499999999999997        8.7535218700542428E-002   8.7535218700542428E-002  0.54999999999999993       0.54999999999999993        6.4828860434555840E-003   8.5252452205950582E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.29999999999999999        9.5492965855137196E-002   9.5492965855137196E-002  0.59999999999999998       0.59999999999999998        6.1665576349034237E-003   8.2533561490967841E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.32500000000000001       0.10345071300973198       0.10345071300973198       0.65000000000000002       0.65000000000000002        5.8362063229171418E-003   7.9608379854905598E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.35000000000000003       0.11140846016432675       0.11140846016432675       0.70000000000000007       0.70000000000000007        5.4921697659792521E-003   7.6484218728448850E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.37500000000000006       0.11936620731892153       0.11936620731892153       0.75000000000000011       0.75000000000000011        5.1349583695972185E-003   7.3168886887382087E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.40000000000000008       0.12732395447351630       0.12732395447351630       0.80000000000000016       0.80000000000000016        4.7652079167726834E-003   6.9670670934716530E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.42500000000000010       0.13528170162811107       0.13528170162811107       0.85000000000000020       0.85000000000000020        4.3836491564692394E-003   6.5998314588498197E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.45000000000000012       0.14323944878270584       0.14323944878270584       0.90000000000000024       0.90000000000000024        3.9910875850398516E-003   6.2160996827066432E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.47500000000000014       0.15119719593730063       0.15119719593730063       0.95000000000000029       0.95000000000000029        3.5883895458842822E-003   5.8168308946388331E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.50000000000000011       0.15915494309189537       0.15915494309189537        1.0000000000000002        1.0000000000000002        3.1764723999545977E-003   5.4030230586813957E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.52500000000000013       0.16711269024649014       0.16711269024649014        1.0500000000000003        1.0500000000000003        2.7562973006552065E-003   4.9757104789172675E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.55000000000000016       0.17507043740108494       0.17507043740108494        1.1000000000000003        1.1000000000000003        2.3288635414606485E-003   4.5359612142557709E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.57500000000000018       0.18302818455567971       0.18302818455567971        1.1500000000000004        1.1500000000000004        1.8952037241848387E-003   4.0848744088415698E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.60000000000000020       0.19098593171027448       0.19098593171027448        1.2000000000000004        1.2000000000000004        1.4563793024464529E-003   3.6235775447667318E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.62500000000000022       0.19894367886486924       0.19894367886486924        1.2500000000000004        1.2500000000000004        1.0134764599511888E-003   3.1532236239526827E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.65000000000000024       0.20690142601946401       0.20690142601946401        1.3000000000000005        1.3000000000000005        5.6760269406726021E-004   2.6749882862458697E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.67500000000000027       0.21485917317405881       0.21485917317405881        1.3500000000000005        1.3500000000000005        1.1988297470102311E-004   2.1900668709304107E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.70000000000000029       0.22281692032865358       0.22281692032865358        1.4000000000000006        1.4000000000000006       -3.2854374159646917E-004   1.6996714290024039E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.72500000000000031       0.23077466748324835       0.23077466748324835        1.4500000000000006        1.4500000000000006       -7.7661309340953336E-004   1.2050276936736597E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.75000000000000033       0.23873241463784312       0.23873241463784312        1.5000000000000007        1.5000000000000007       -1.2229508351807752E-003   7.0737201667702247E-003  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.77500000000000036       0.24669016179243788       0.24669016179243788        1.5500000000000007        1.5500000000000007       -1.6665331292776593E-003   2.0794827803091763E-003  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.80000000000000038       0.25464790894703265       0.25464790894703265        1.6000000000000008        1.6000000000000008       -2.1061631702350946E-003  -2.9199522301289484E-003  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.82500000000000040       0.26260565610162745       0.26260565610162745        1.6500000000000008        1.6500000000000008       -2.5406845233471990E-003  -7.9120888806734745E-003  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.85000000000000042       0.27056340325622219       0.27056340325622219        1.7000000000000008        1.7000000000000008       -2.9689508452641726E-003  -1.2884449429552552E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.87500000000000044       0.27852115041081699       0.27852115041081699        1.7500000000000009        1.7500000000000009       -3.3898289768241373E-003  -1.7824605564949299E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.90000000000000047       0.28647889756541178       0.28647889756541178        1.8000000000000009        1.8000000000000009       -3.8022001398633522E-003  -2.2720209469308798E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.92500000000000049       0.29443664472000652       0.29443664472000652        1.8500000000000010        1.8500000000000010       -4.2049677092217365E-003  -2.7559024682451378E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.95000000000000051       0.30239439187460132       0.30239439187460132        1.9000000000000010        1.9000000000000010       -4.5970629471703680E-003  -3.2328956686350441E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
  0.97500000000000053       0.31035213902919606       0.31035213902919606        1.9500000000000011        1.9500000000000011       -4.9774489143476945E-003  -3.7018083135128797E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.0000000000000004       0.31830988618379080       0.31830988618379080        2.0000000000000009        2.0000000000000009       -5.3451242513328431E-003  -4.1614683654714324E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.0250000000000004       0.32626763333838554       0.32626763333838554        2.0500000000000007        2.0500000000000007       -5.6991266843233052E-003  -4.6107269137671353E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.0500000000000003       0.33422538049298028       0.33422538049298028        2.1000000000000005        2.1000000000000005       -6.0385359011806044E-003  -5.0484610459985792E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.0750000000000002       0.34218312764757502       0.34218312764757502        2.1500000000000004        2.1500000000000004       -6.3624757055742998E-003  -5.4735766548027143E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.1000000000000001       0.35014087480216977       0.35014087480216977        2.2000000000000002        2.2000000000000002       -6.6701156665616313E-003  -5.8850111725534587E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.1250000000000000       0.35809862195676451       0.35809862195676451        2.2500000000000000        2.2500000000000000       -6.9606723291707230E-003  -6.2817362272273913E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.1499999999999999       0.36605636911135925       0.36605636911135925        2.2999999999999998        2.2999999999999998       -7.2334115458244650E-003  -6.6627602127982410E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.1749999999999998       0.37401411626595399       0.37401411626595399        2.3499999999999996        2.3499999999999996       -7.4876538631545942E-003  -7.0271307677355371E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.1999999999999997       0.38197186342054873       0.38197186342054873        2.3999999999999995        2.3999999999999995       -7.7228123572459445E-003  -7.3739371554124508E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.2249999999999996       0.38992961057514347       0.38992961057514347        2.4499999999999993        2.4499999999999993       -7.9382971511824888E-003  -7.7023125404730691E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.2499999999999996       0.39788735772973821       0.39788735772973821        2.4999999999999991        2.4999999999999991       -8.1336089339698291E-003  -8.0114361554693314E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.2749999999999995       0.40584510488433295       0.40584510488433295        2.5499999999999989        2.5499999999999989       -8.3083047839178879E-003  -8.3005353523522174E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.2999999999999994       0.41380285203892769       0.41380285203892769        2.5999999999999988        2.5999999999999988       -8.4620011821728482E-003  -8.5688875336894663E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.3249999999999993       0.42176059919352243       0.42176059919352243        2.6499999999999986        2.6499999999999986       -8.5943716689908072E-003  -8.8158219587828532E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.3499999999999992       0.42971834634811718       0.42971834634811718        2.6999999999999984        2.6999999999999984       -8.7051461408722223E-003  -9.0407214201706054E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.3749999999999991       0.43767609350271192       0.43767609350271192        2.7499999999999982        2.7499999999999982       -8.7941110245725040E-003  -9.2430237863246292E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.3999999999999990       0.44563384065730666       0.44563384065730666        2.7999999999999980        2.7999999999999980       -8.8611104651783682E-003  -9.4222234066865751E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.4249999999999989       0.45359158781190140       0.45359158781190140        2.8499999999999979        2.8499999999999979       -8.9060377118821803E-003  -9.5778723755308978E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.4499999999999988       0.46154933496649614       0.46154933496649614        2.8999999999999977        2.8999999999999977       -8.9288462221644889E-003  -9.7095816514959007E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
   1.4749999999999988       0.46950708212109088       0.46950708212109088        2.9499999999999975        2.9499999999999975       -8.9295294129872454E-003  -9.8170220299845359E-002  t OMH/2PI  OMA/2PI OMH OMA	CL
